_id,LOGRADOURO,ZONA,SITUACFISI,DATA,TELEFONE,GEOCODIGO,FONTE,ADMINISTRA,NUMERO,OPERACION,CLASSECNAE,MUNICIPIO,BAIRRO,NOMEABREV,SIGLAEXTEN,NOME,CEP,CODESCOLA,SITUACAO,ORIGEM,COORDX,COORDY,Id
2686,Rua Rei Ciro,Desconhecido,"",jul/10,(27) 3396-8937,3201308,IJSN,Municipal,s/n,Sim,Infantil,Cariacica,Vale dos Reis,CMEI,Centro Municipal de Educação Infantil,CMEI Benedito Ribeiro de Almeida,29158-213,32077394,EM ATIVIDADE,"","-40,4287617844964","-20,3236986792836",2991
2687,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Fundamental,Domingos Martins,Comunidade Goiabeira,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Goiabeiras,29260-000,32029330,EM ATIVIDADE,"","-40,8479333839612","-20,2979769526577",2992
2688,Rua Ouro Branco,Desconhecido,"",jan/10,(27) 3336-5684,3201308,SEDU,Privada,s/n,Não,"",Cariacica,Nova Brasília,CE,Centro Educacional,CE Sementinha,29149-430,32034350,EXTINTA,"","-40,3942641418566","-20,3284371288871",2993
2689,Avenida Amintas Osório de Matos,Urbana,"",Set/2010,(28) 3545-3346,3203007,IJSN,Federal,1451,Sim,Superior,Iúna,Niterói,UAB,Universidade Aberta do Brasil,Universidade Aberta do Brasil - Iúna,29390-000,ES01032018,EM ATIVIDADE,"","-41,5331293190777","-20,3573269937984",2994
2690,Rua Professora Terpinha Lacerda,Urbana,"",Set/2010,(28) 3545-3489,3203007,IJSN,Privada,s/n,Sim,Superior,Iúna,Guanabara,DOCTUM,Faculdades Unificadas Doctum de Iúna,Faculdades Unificadas Doctum de Iúna,29390-000,5315,EM ATIVIDADE,"","-41,531258216667","-20,3564922065315",2995
2691,Rua Vitória,Desconhecido,"",jan/10,(27) 3254-6689,3201308,SEDU,Privada,s/n,Sim,Infantil,Cariacica,Nova Esperança,CE,Centro Educacional,CE Fé e Alegria,29157-520,32077351,EM ATIVIDADE,"","-40,39255338578","-20,259994934028",2996
2692,Rua São José,Desconhecido,"",jul/10,(27) 3341-1382,3201308,IJSN,Privada,s/n,Sim,Infantil,Cariacica,São Francisco,CE,Centro Educacional,CE Pequenos Passos,29145-414,32089007,EM ATIVIDADE,"","-40,4030923875582","-20,3494806606745",2997
2693,Avenida Padre Leandro Dell Homo,Desconhecido,"",jan/10,(27) 3336-3905,3201308,SEDU,Estadual,51,Sim,Fundamental e Médio,Cariacica,São Francisco,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Jesus Cristo Rei,29145-405,32034652,EM ATIVIDADE,"","-40,406300764698","-20,3492761429335",2998
2694,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Fundamental,Domingos Martins,Alto Biriricas,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Alto Biriricas,29260-000,32029055,EXTINTA,"","-40,6000860304817","-20,2973947707389",2999
2695,Rua Principal,Rural,"",Set/2010,(27) 3268-1144,3201902,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Domingos Martins,Comunidade Biriricas de Cima,EMEF,Escola Municipal de Ensino Fundamental,EMEF Biriricas de Cima,29260-000,32029020,EM ATIVIDADE,"","-40,5818196277741","-20,3153189687868",3000
2696,"",Desconhecido,"",jan/10,"",3205101,SEDU,Municipal,s/n,Sim,Fundamental,Viana,Comunidade São Paulo de Cima,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Aila Paiva Lube,29135-000,32037856,EM ATIVIDADE,"","-40,5461657373213","-20,3115462674114",3001
2697,"",Desconhecido,"",jan/10,"",3205101,SEDU,Municipal,s/n,Sim,Fundamental,Viana,Monte Verde,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Lavínia Vellozo,29135-000,32065841,EM ATIVIDADE,"","-40,5397573863787","-20,3417494292217",3002
2698,"",Desconhecido,"",jul/10,"",3205101,IJSN,Municipal,s/n,Sim,Fundamental,Viana,Comunidade Alegre,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Cecilia Muller Helmer,29135-000,32037899,EM ATIVIDADE,"","-40,5220133015148","-20,3101435174781",3003
2699,"",Desconhecido,"",jan/10,"",3205101,SEDU,Municipal,s/n,Sim,Fundamental,Viana,Comunidade Formate,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Naly Freitas Sacramento,29135-000,32037600,EM ATIVIDADE,"","-40,5132338472841","-20,3521574677824",3004
2700,Comunidade de Cachoeirinha,Rural,"",Set/2010,(27) 3266-1269,3204500,IJSN,Municipal,s/n,Sim,Fundamental,Santa Leopoldina,Comunidade de Cachoeirinha,EMPEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Boqueirão,29640-000,32085800,EM ATIVIDADE,"","-40,5036010945056","-20,2298402220213",3005
2701,"",Rural,"",Set/2010,(28) 3557-1239,3200508,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Apiacá,Comunidade Batatal,EMEF,Escola Municipal de Ensino Fundamental,EMEF Waldir Monteiro de Barros,29450-000,32051158,EM ATIVIDADE,"","-41,5635927396194","-21,0238437670687",3006
2702,"",Rural,"",Ago/2010,"",3200508,IJSN,Municipal,s/n,Sim,Fundamental,Apiacá,Comunidade Limão,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Pascoal Astolfo,29450-000,32066325,EM ATIVIDADE,"","-41,5344558170789","-21,0067215961833",3007
2703,"",Urbana,"",Ago/2010,(28) 3556-6000,3204807,IJSN,Municipal,s/n,Sim,Infantil,São José do Calçado,Distrito Jacá,CMEI,Centro Municipal de Educação Infantil,CMEI Maria das Dores,29470-000,32058489,EM ATIVIDADE,"","-41,6074072182726","-21,0052376262606",3008
2704,Rua Imigrante,Urbana,"",Set/2010,(27) 3288-3090,3203346,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Marechal Floriano,Araguaia,EMEF,Escola Municipal de Ensino Fundamental,EMEF Araguaya,29258-000,32077432,EM ATIVIDADE,"","-40,771364866436","-20,494164625731",3009
2705,Sitio São José,Rural,"",Set/2010,"",3200300,IJSN,Municipal,s/n,Sim,Fundamental,Alfredo Chaves,Comunidade Urânia,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Sítio São José,29240-000,32042523,EXTINTA,"","-40,8774743081042","-20,4786095419769",3010
2706,São Bento de Urânia,Rural,"",Set/2010,"",3200300,IJSN,Municipal,s/n,Sim,Infantil,Alfredo Chaves,Comunidade São Bento de Urânia,PE MUL,Pré Escola Municipal,PE MUL Pequeno Principe,29240-000,32076002,EM ATIVIDADE,"","-40,9190846799106","-20,472358786297",3011
2707,São Bento de Urânia,Rural,"",Set/2010,(27) 9719-2159 / 3269-2152,3200300,IJSN,Municipal,s/n,Sim,Fundamental,Alfredo Chaves,Comunidade São Bento de Urânia,EMEF,Escola Municipal de Ensino Fundamental,EMEF São Bento de Urânia,29240-000,32063458,EM ATIVIDADE,"","-40,9192265823811","-20,4723476817559",3012
2708,Fazenda Aparecida,Rural,"",Set/2010,"",3200300,IJSN,Municipal,s/n,Sim,Fundamental,Alfredo Chaves,Comunidade Aparecida,EMEF,Escola Municipal de Ensino Fundamental,EMEF Fazenda Aparecida,29240-000,32042345,EM ATIVIDADE,"","-40,6898179627434","-20,4510819925855",3013
2709,Fazenda São João da Boa Vista,Rural,"",Nov/2010,(28) 3520-1828,3204203,IJSN,Municipal,s/n,Sim,Fundamental,Piúma,São João de Ibitiba,EMEF,Escola Municipal de Ensino Fundamental,EMEF São João Boa Vista,29285-000,32044682,EM ATIVIDADE,"","-40,8212701860824","-20,8743599491172",3014
2710,"",Rural,"",Ago/2010,(28) 3559-1336,3202009,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Dores do Rio Preto,Comunidade Parada Pimentel,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Parada Pimentel,29580-000,32046618,EM ATIVIDADE,"","-41,8077159152084","-20,7300182170753",3015
2711,"",Urbana,"",Ago/2010,(28) 3553-1138,3202306,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Guaçuí,Distrito São Tiago,EMEF,Escola Municipal de Ensino Fundamental,EMEF José Antônio de Carvalho,29560-000,32047371,EM ATIVIDADE,"","-41,6823683610282","-20,7235689881059",3016
2712,Avenida Governador Jones dos Santos Neves,Desconhecido,"",jul/10,(27) 3361-8300,3202405,IJSN,Privada,1000,Sim,Superior,Guarapari,Muquiçaba,FIPAG,Faculdades Pitágoras de Guarapari,Faculdades Integradas Padre Anchieta de Guarapari,29214-005,2573,EM ATIVIDADE,"","-40,5042055394718","-20,6571763929999",3017
2713,Avenida Governador Jones dos Santos Neves,Desconhecido,"",jul/10,(27) 3361-8300,3202405,IJSN,Privada,1000,Sim,Superior,Guarapari,Muquiçaba,FADIG,Faculdade de Direito de Guarapari,Faculdade de Direito de Guarapari,29215-002,2511,EM ATIVIDADE,"","-40,5040296502872","-20,6571485920497",3018
2714,"",Rural,"",Out/2010,"",3202801,IJSN,Municipal,s/n,Sim,Fundamental,Itapemirim,Comunidade Fazenda Velha,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Fazenda Velha,29330-000,32059647,EM ATIVIDADE,"","-40,8625329693282","-20,9395238876381",3019
2715,"",Rural,"",Set/2010,(27) 3249-1267,3201902,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Domingos Martins,Paraju,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Fazenda Germano Schwanz,29260-000,32029080,EM ATIVIDADE,"","-40,690682963942","-20,2465146980739",3020
2716,Estrada Rio Ponte Melgaço,Rural,"",Set/2010,(27) 9893-8100,3201902,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Domingos Martins,Rio Ponte,EMEF,Escola Municipal de Ensino Fundamental,EMEF Rio Ponte,29260-000,32029101,EM ATIVIDADE,"","-40,7098275970096","-20,2441742328954",3021
2717,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Fundamental,Domingos Martins,Alto Rio Pontes,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Alto Rio Ponte,29260-000,32029187,EM ATIVIDADE,"","-40,6951085047787","-20,2376239505153",3022
2718,"",Rural,"",Ago/2010,"",3201803,IJSN,Municipal,s/n,Não,Fundamental,Divino de São Lourenço,Comunidade Perdido,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego do Perdido,29590-000,32046430,PARALISADA,"","-41,7080130605435","-20,5350173200461",3023
2719,Rua Acidalia Vieira Knust,Urbana,"",Ago/2010,(28) 3569-1154,3202553,IJSN,Municipal,s/n,Sim,Infantil,Ibitirama,Santa Bárbara,CMEI,Centro Municipal de Educação Infantil,CMEI Maria Lemos Faleiro,29540-000,32076347,EM ATIVIDADE,"","-41,6671807824625","-20,5318713276889",3024
2720,Rio Claro,Rural,"",Set/2010,"",3203007,IJSN,Municipal,s/n,Sim,Fundamental,Iúna,Comunidade Córrego Rio Claro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Rio Claro,29390-000,32049188,EM ATIVIDADE,"","-41,8449567802731","-20,3563697948807",3025
2721,Fazenda Penha,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Fazenda Penha,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Penha,29330-000,32059787,EM ATIVIDADE,"","-40,8911485589539","-20,9170616616496",3026
2722,Avenida Itapemirim,Urbana,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil,Itapemirim,Itaoca,PEM,Pré Escola Municipal,PEM Itaoca,29330-000,32069359,PARALISADA,"","-40,7858706666029","-20,9102809970542",3027
2723,Rua Vinicius de Moraes,Urbana,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil,Itapemirim,Itaoca,"",Creche Municipal,Creche Itaoca,29330-000,32079079,EM ATIVIDADE,"","-40,7880509532155","-20,9100491943682",3028
2724,Avenida Prefeito José Raposo,Urbana,"",Set/2010,(27) 3545-6098,3203007,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Iúna,Pequiá,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Padre Afonso Braz,29390-000,32049242,EM ATIVIDADE,"","-41,7780040629843","-20,2769842729814",3029
2725,Santa Clara do Caparaó,Rural,"",Set/2010,"",3203007,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Iúna,Comunidade Santa Clara do Caparaó,EMEF,Escola Municipal de Ensino Fundamental,EMEF Santa Clara do Caparaó,29390-000,32049200,EM ATIVIDADE,"","-41,7253014330521","-20,3347603694232",3030
2726,Rua Quinze de Novembro,Desconhecido,"",jul/10,(27) 3336-5058,3201308,IJSN,Privada,s/n,Sim,Infantil,Cariacica,Campo Grande,EEI,Escola de Ensino Infantil,EEI Fracalossi,29146-270,32068875,PARALISADA,"","-40,3855543996476","-20,3420525775148",3031
2727,Rua Mochuara,Desconhecido,"",jul/10,(27) 3343-6600,3201308,IJSN,Privada,s/n,Sim,Infantil,Cariacica,Santa Fé,"","",Escolinha Tia Piti,29100-000,32090200,EM ATIVIDADE,"","-40,3852877647265","-20,3462334342986",3032
2728,Rua Bolívar de Abreu,Desconhecido,"",jul/10,(27) 3421-2563,3201308,IJSN,Privada,48,Sim,Superior,Cariacica,Campo Grande,"","",Faculdade Pio XII,29146-330,2352,EM ATIVIDADE,"","-40,3848790937658","-20,338367552561",3033
2729,Rua Bolivar de Abreu,Desconhecido,"",jan/10,(27) 3386-4754,3201308,SEDU,Municipal,s/n,Sim,Fundamental,Cariacica,Campo Grande,EMEF,Escola Municipal de Ensino Fundamental,EMEF Stelida Dias,29146-330,32034911,EM ATIVIDADE,"","-40,3842820650922","-20,3398393369581",3034
2730,Rua Engenheiro José Himério,Desconhecido,"",jul/10,(27) 3336-5821,3201308,IJSN,Privada,s/n,Sim,Infantil,Cariacica,Campo Grande,CE,Centro Educacional,CE Max Planck,29140-010,32078633,EXTINTA,"","-40,3833073147981","-20,3423208262858",3035
2731,Avenida Expedito Garcia,Desconhecido,"",jul/10,(27) 3286-6407,3201308,IJSN,Privada,208,Sim,"",Cariacica,Campo Grande,CS,Colégio Salomão,CS Colégio Salomão,29146-200,32064438,EXTINTA,"","-40,3827758055727","-20,3408965285451",3036
2732,Ipê Peroba,Rural,"",Set/2010,"",3203700,IJSN,Municipal,s/n,Sim,Fundamental,Muniz Freire,Comunidade Ipê Peroba,EUM,Escola Unidocente Municipal,EUM Ipê Peroba,29380-000,32050917,EM ATIVIDADE,"","-41,4059719211478","-20,4903215468488",3037
2733,Rua Joaquim Lopes Sobrinho,Urbana,"",Set/2010,(28) 3544-5377 / 3544-5170,3203700,IJSN,Municipal,18,Sim,Infantil,Muniz Freire,Piaçu,CEI,Centro de Educação Infantil,CEI Ana Bazílio de Ávila,29380-000,32071175,EM ATIVIDADE,"","-41,3910516498084","-20,337337489347",3038
2734,Rua Nossa Senhora da Conceição,Urbana,"",Set/2010,(28) 3544-5131,3203700,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Muniz Freire,Piaçu,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Arquimimo Mattos,29380-000,32050364,EM ATIVIDADE,"","-41,3901235595413","-20,3368583288079",3039
2735,Fazenda Guanabara,Rural,"",Set/2010,"",3203700,IJSN,Municipal,s/n,Sim,Fundamental,Muniz Freire,Comunidade Guanabara,EUM,Escola Unidocente Municipal,EUM Fazenda Guanabara,29380-000,32050526,EM ATIVIDADE,"","-41,375736434343","-20,2927613637597",3040
2736,Córrego do Esquadro,Rural,"",Set/2010,"",3203700,IJSN,Municipal,s/n,Sim,Fundamental,Muniz Freire,Comunidade Alto Norte,EUM,Escola Unidocente Municipal,EUM Estrela do Norte,29380-000,32050356,EM ATIVIDADE,"","-41,3737614120249","-20,2215250391716",3041
2737,Rua Ferro e Aço,Desconhecido,"",jan/10,(27) 3369-6723,3201308,SEDU,Estadual,s/n,Sim,Fundamental,Cariacica,Bela Aurora,EEEF,Escola Estadual de Ensino Fundamental,EEEF Tiradentes,29141-550,32034962,EM ATIVIDADE,"","-40,3664082339785","-20,3523633118484",3042
2738,Rua Xavier,Desconhecido,"",jan/10,(27) 3343-5680,3205101,SEDU,Municipal,s/n,Sim,Fundamental,Viana,Industrial,EMEF,Escola Municipal de Ensino Fundamental,EMEF Doutor Denizart Santos,29135-000,32037678,EM ATIVIDADE,"","-40,4203398180813","-20,344579713825",3043
2739,Rua José Partelli,Urbana,"",Out/2010,(28) 3526-8751,3201209,IJSN,Municipal,11,Sim,Fundamental,Cachoeiro de Itapemirim,Monte Cristo,EMEB,Escola Municipal de Ensino Básico,EMEB Zilah Lima de Moura,29310-355,32052707,EM ATIVIDADE,"","-41,1537895511526","-20,8479469456082",3044
2740,Rua Nelson Borelli,Urbana,"",Out/2010,(28) 3522-3542,3201209,IJSN,Estadual,6,Sim,Fundamental,Cachoeiro de Itapemirim,Otton Marins,EEEF,Escola Estadual de Ensino Fundamental,EEEF Rotary,29301-822,32052642,EM ATIVIDADE,"","-41,1320412444164","-20,8480700354031",3045
2741,Avenida Monte Castelo,Urbana,"",Out/2010,(28) 3511-2387 / 3511-1923,3201209,IJSN,Estadual,s/n,Sim,Fundamental,Cachoeiro de Itapemirim,Independência,EEEF,Escola Estadual de Ensino Fundamental,EEEF Doutor Aristides Alexandre Campos,29306-505,32052227,EM ATIVIDADE,"","-41,1072678339576","-20,847941754909",3046
2742,"",Rural,"",Set/2010,"",3201902,IJSN,Municipal,s/n,Sim,Infantil,Domingos Martins,Comunidade Haese,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Fazenda do Café,29260-000,32029233,EM ATIVIDADE,"","-40,8208877900209","-20,3311034126724",3047
2743,Rua Dona Bibiana,Urbana,"",Set/2010,(28) 3518-2347 / 3517-8018,3201209,IJSN,Municipal,34,Sim,Infantil,Cachoeiro de Itapemirim,Santa Helena,EMEB,Escola Municipal de Ensino Básico,EMEB Professor Manoel Gonçalves Maciel,29307-015,32077203,PARALISADA,"","-41,1042343917374","-20,8453413241463",3048
2744,Rua Gilvan Almeida,Urbana,"",Out/2010,(28) 3526-8848 / 3521-5132,3201209,IJSN,Municipal,s/n,Sim,Infantil,Cachoeiro de Itapemirim,Agostinho Simonato,EMEB,Escola Municipal de Ensino Básico,EMEB Raul Sampaio Cocco,29311-736,32077211,EM ATIVIDADE,"","-41,1495816817414","-20,8446567267284",3049
2745,Rua Mário Imperial,Urbana,"",Out/2010,(28) 3522-6370 / 3517-0169,3201209,IJSN,Municipal,s/n,Sim,Fundamental,Cachoeiro de Itapemirim,Ferroviários,EMEB,Escola Municipal de Ensino Básico,EMEB Anacleto Ramos,29308-014,32052200,EM ATIVIDADE,"","-41,1130365030564","-20,8442862159453",3050
2746,Brejo Grande do Sul,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Brejo Grande do Sul,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Pedra Branca,29330-000,32060246,EM ATIVIDADE,"","-40,9504342733957","-20,9312910057327",3051
2747,Conceição do Palmital,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Comunidade Palmital,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Palmital,29330-000,32059744,EM ATIVIDADE,"","-40,9224321051906","-20,9311085903503",3052
2748,Santo Amaro,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Comunidade Santo Amaro,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Santo Amaro,29330-000,32059752,EM ATIVIDADE,"","-40,8790717850236","-20,9224976105429",3053
2749,Rua Inês Xavier,Urbana,"",Out/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Gomes,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Pedro Siqueira,29330-000,32060491,EM ATIVIDADE,"","-40,8171728559766","-20,9216972077323",3054
2750,Pedra,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Comunidade Pedra,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Pedra,29330-000,32060670,EM ATIVIDADE,"","-40,9517105670928","-20,9505131773441",3055
2751,Retiro,Rural,"",Set/2010,"",3202801,IJSN,Municipal,s/n,Sim,Fundamental,Itapemirim,Comunidade Retiro,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Retiro,29330-000,32059795,EM ATIVIDADE,"","-40,8973165732801","-20,9464432422783",3056
2752,"",Rural,"",Set/2010,"",3205036,IJSN,Municipal,s/n,Sim,Fundamental,Vargem Alta,Comunidade Concórdia,EMEB,Escola Municipal de Ensino Básico,EMEB São Valentim,29297-000,32059450,EM ATIVIDADE,"","-40,987926901251","-20,7609167315377",3057
2753,Rua Santana,Urbana,"",Set/2010,(28) 3544-1591,3203700,IJSN,Municipal,81,Sim,Infantil,Muniz Freire,Centro,JI,Jardim de Infância,Jardim de Infância Ademar Vieira da Cunha,29380-000,32049900,EM ATIVIDADE,"","-41,4156574672003","-20,4620877628377",3058
2754,Rua Manoel Alonso Portela,Urbana,"",Set/2010,(28) 3544-1164 / 3544-1135,3203700,IJSN,Municipal,146,Sim,Fundamental,Muniz Freire,Centro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professora Lia Therezinha Merçon Rocha,29380-000,32049552,EM ATIVIDADE,"","-41,4151190470731","-20,4670172575147",3059
2755,Rua Bonfim,Urbana,"",Out/2010,(28) 3529-1727,3202801,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Itapemirim,Itaoca,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Elvira Meale Lesqueves,29330-000,32060483,EM ATIVIDADE,"","-40,7853988581827","-20,9052028056452",3060
2756,Rua Cariri,Urbana,"",Set/2010,(28) 3522-8992 / 3511-2055,3201209,IJSN,Municipal,10,Sim,Infantil,Cachoeiro de Itapemirim,Aquidaban,EMEB,Escola Municipal de Ensino Básico,EMEB Sandra Monteiro Vargas Piassi,29308-210,32070233,EM ATIVIDADE,"","-41,116614556638","-20,8428889919216",3061
2757,Vilage da Luz,Urbana,"",Out/2010,(28) 3522-8970 / 3521-7344,3201209,IJSN,Municipal,s/n,Sim,Fundamental,Cachoeiro de Itapemirim,Vilage da Luz,EMEB,Escola Municipal de Ensino Básico,EMEB Maria Stael de Medeiros Teixeira,29300-400,32052430,EM ATIVIDADE,"","-41,1157402844678","-20,8282209205703",3062
2758,Avenida Carly Levy Ramos,Urbana,"",Set/2010,(28) 3522-7944 / 3521-8076,3201209,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Cachoeiro de Itapemirim,Novo Parque,EMEB,Escola Municipal de Ensino Básico,EMEB Professor Florisbelo Neves,29309-100,32052561,EM ATIVIDADE,"","-41,1156265231539","-20,8350758142938",3063
2759,Rua João Franklin Machado,Urbana,"",Out/2010,(28) 3522-2004 / 3521-6028,3201209,IJSN,Estadual,s/n,Sim,Médio e Profissional,Cachoeiro de Itapemirim,Abelardo Machado,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Presidente Getúlio Vargas,29308-102,32052529,EM ATIVIDADE,"","-41,1145636498234","-20,8419154337213",3064
2760,Santa Maria do Engano,Rural,"",Set/2010,"",3200300,IJSN,Municipal,s/n,Sim,Fundamental,Alfredo Chaves,Comunidade Santa Maria do Engano,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Santa Maria do Engano,29240-000,32042140,EXTINTA,"","-40,8813348654141","-20,6038544930454",3065
2761,Santa Tereza,Rural,"",Set/2010,(28) 9958-8030,3201704,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Conceição do Castelo,Comunidade Cedro,UMEF,Unidade Municipal de Ensino Fundamental,UMEF Professor Antônio Azeredo Coutinho,29370-000,32028032,EM ATIVIDADE,"","-41,2256859973649","-20,4613769630882",3066
2762,Comunidade Itajobaia,Rural,"",Set/2010,"",3200409,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Anchieta,Comunidade Itajobaia,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Itajobaia,29230-000,32043201,EM ATIVIDADE,"","-40,6285752735812","-20,6830962511948",3067
